OrderID,Date,CustomerID,Product,Quantity,UnitPrice,ShippingAddress,PaymentMethod,OrderStatus,TrackingNumber,ItemsInCart,CouponCode,ReferralSource,TotalPrice,ISO Dates
ORD200676,"Monday, June 23, 2025",C90431,Laptop,2,422.34,985 Main St,Credit Card,Cancelled,TRK44151723,4,FREESHIP,Instagram,844.68,23-06-2025
ORD200677,"Thursday, April 3, 2025",C56722,Tablet,5,22.07,179 Main St,Online,Cancelled,TRK78778569,7,FREESHIP,Instagram,110.35,03-04-2025
ORD200679,"Thursday, February 2, 2023",C40798,Tablet,3,360.66,304 Main St,Online,Returned,TRK66106697,5,FREESHIP,Instagram,1081.98,02-02-2023
ORD200687,"Wednesday, September 13, 2023",C19742,Tablet,1,332.09,408 Main St,Gift Card,Returned,TRK68845230,5,FREESHIP,Instagram,332.09,13-09-2023
ORD200690,"Friday, July 12, 2024",C29318,Monitor,1,24.48,128 Main St,Gift Card,Returned,TRK88666721,1,NoCoupon,Instagram,24.48,12-07-2024
ORD200692,"Monday, January 23, 2023",C25534,Desk,5,196.84,319 Main St,Credit Card,Delivered,TRK68347402,5,WINTER15,Instagram,984.2,23-01-2023
ORD200698,"Wednesday, January 4, 2023",C44366,Laptop,2,388.22,169 Main St,Cash,Delivered,TRK48658394,2,WINTER15,Instagram,776.44,04-01-2023
ORD200700,"Wednesday, September 25, 2024",C40201,Laptop,2,92.91,555 Main St,Cash,Returned,TRK30198779,3,WINTER15,Instagram,185.82,25-09-2024
ORD200705,"Sunday, March 30, 2025",C50114,Monitor,2,49.08,420 Main St,Debit Card,Returned,TRK20214786,7,FREESHIP,Instagram,98.16,30-03-2025
ORD200727,"Sunday, September 29, 2024",C29063,Chair,5,95.75,379 Main St,Online,Shipped,TRK92745947,8,SAVE10,Instagram,478.75,29-09-2024
ORD200743,"Monday, September 30, 2024",C23978,Monitor,1,576.35,549 Main St,Gift Card,Returned,TRK87090813,1,WINTER15,Instagram,576.35,30-09-2024
ORD200747,"Wednesday, March 12, 2025",C54277,Tablet,2,259.58,940 Main St,Debit Card,Delivered,TRK26500181,7,FREESHIP,Instagram,519.16,12-03-2025
ORD200753,"Wednesday, April 24, 2024",C42270,Phone,2,241.49,864 Main St,Debit Card,Returned,TRK72697796,7,FREESHIP,Instagram,482.98,24-04-2024
ORD200767,"Friday, April 18, 2025",C19368,Tablet,2,323.22,517 Main St,Credit Card,Delivered,TRK80436037,7,NoCoupon,Instagram,646.44,18-04-2025
ORD200772,"Sunday, July 28, 2024",C33802,Monitor,1,604.87,461 Main St,Online,Delivered,TRK25799478,4,NoCoupon,Instagram,604.87,28-07-2024
ORD200774,"Tuesday, April 15, 2025",C29701,Chair,3,20.54,257 Main St,Credit Card,Cancelled,TRK42266846,3,FREESHIP,Instagram,61.62,15-04-2025
ORD200794,"Thursday, March 9, 2023",C76653,Printer,4,384.85,988 Main St,Online,Delivered,TRK77052196,9,FREESHIP,Instagram,1539.4,09-03-2023
ORD200809,"Tuesday, April 9, 2024",C80416,Desk,5,217.43,752 Main St,Debit Card,Shipped,TRK54385892,10,SAVE10,Instagram,1087.15,09-04-2024
ORD200815,"Sunday, August 4, 2024",C41320,Printer,3,569.84,920 Main St,Gift Card,Cancelled,TRK77539180,8,WINTER15,Instagram,1709.52,04-08-2024
ORD200823,"Monday, October 7, 2024",C27070,Laptop,4,653.13,973 Main St,Credit Card,Shipped,TRK83842481,8,WINTER15,Instagram,2612.52,07-10-2024
ORD200825,"Wednesday, March 26, 2025",C23899,Desk,5,271.69,543 Main St,Online,Returned,TRK88914760,7,FREESHIP,Instagram,1358.45,26-03-2025
ORD200827,"Thursday, May 25, 2023",C95856,Tablet,2,639.88,432 Main St,Cash,Delivered,TRK58829625,5,WINTER15,Instagram,1279.76,25-05-2023
ORD200828,"Wednesday, July 24, 2024",C86266,Chair,4,404.58,510 Main St,Cash,Shipped,TRK64576020,5,FREESHIP,Instagram,1618.32,24-07-2024
ORD200829,"Sunday, February 5, 2023",C39551,Monitor,1,76.93,685 Main St,Debit Card,Delivered,TRK68358007,6,WINTER15,Instagram,76.93,05-02-2023
ORD200834,"Thursday, April 11, 2024",C98483,Printer,5,22.14,456 Main St,Cash,Returned,TRK22084320,10,NoCoupon,Instagram,110.7,11-04-2024
ORD200843,"Tuesday, May 13, 2025",C43538,Desk,3,430.06,534 Main St,Gift Card,Cancelled,TRK20961563,8,FREESHIP,Instagram,1290.18,13-05-2025
ORD200850,"Sunday, April 27, 2025",C38557,Monitor,3,638.5,890 Main St,Debit Card,Cancelled,TRK14832238,4,FREESHIP,Instagram,1915.5,27-04-2025
ORD200857,"Sunday, March 10, 2024",C56506,Phone,3,257.84,185 Main St,Online,Delivered,TRK86808324,4,NoCoupon,Instagram,773.52,10-03-2024
ORD200879,"Tuesday, April 8, 2025",C56622,Phone,2,547.67,932 Main St,Gift Card,Shipped,TRK86373987,3,NoCoupon,Instagram,1095.34,08-04-2025
ORD200884,"Wednesday, May 15, 2024",C71471,Chair,1,595.54,817 Main St,Gift Card,Shipped,TRK52137079,4,NoCoupon,Instagram,595.54,15-05-2024
ORD200894,"Tuesday, May 23, 2023",C90852,Tablet,3,575.01,852 Main St,Online,Cancelled,TRK37551831,8,WINTER15,Instagram,1725.03,23-05-2023
ORD200897,"Tuesday, September 3, 2024",C87995,Laptop,4,481.48,358 Main St,Gift Card,Delivered,TRK38730545,5,SAVE10,Instagram,1925.92,03-09-2024
ORD200909,"Monday, May 27, 2024",C60203,Tablet,2,291.85,569 Main St,Cash,Shipped,TRK76525279,5,FREESHIP,Instagram,583.7,27-05-2024
ORD200910,"Friday, May 31, 2024",C36174,Printer,3,308.98,348 Main St,Cash,Delivered,TRK26397548,3,SAVE10,Instagram,926.94,31-05-2024
ORD200911,"Tuesday, August 13, 2024",C80872,Desk,5,396.86,593 Main St,Cash,Cancelled,TRK43967487,9,SAVE10,Instagram,1984.3,13-08-2024
ORD200918,"Tuesday, June 24, 2025",C74359,Laptop,5,368.25,706 Main St,Online,Delivered,TRK18250450,5,NoCoupon,Instagram,1841.25,24-06-2025
ORD200920,"Wednesday, March 12, 2025",C26137,Tablet,2,428.09,978 Main St,Credit Card,Returned,TRK98110407,6,NoCoupon,Instagram,856.18,12-03-2025
ORD200932,"Sunday, March 26, 2023",C26118,Laptop,2,72.39,168 Main St,Online,Delivered,TRK15334251,7,WINTER15,Instagram,144.78,26-03-2023
ORD200935,"Friday, November 24, 2023",C39593,Phone,3,692.71,398 Main St,Credit Card,Delivered,TRK62405253,3,FREESHIP,Instagram,2078.13,24-11-2023
ORD200936,"Friday, January 12, 2024",C50612,Chair,4,56.66,737 Main St,Online,Delivered,TRK44140968,4,SAVE10,Instagram,226.64,12-01-2024
ORD200939,"Wednesday, April 16, 2025",C48510,Laptop,2,521.4,212 Main St,Cash,Delivered,TRK53152886,7,SAVE10,Instagram,1042.8,16-04-2025
ORD200950,"Friday, May 31, 2024",C19722,Laptop,1,596.24,891 Main St,Credit Card,Returned,TRK78094361,4,FREESHIP,Instagram,596.24,31-05-2024
ORD200955,"Monday, January 23, 2023",C82068,Chair,1,408.13,164 Main St,Gift Card,Shipped,TRK25779180,3,WINTER15,Instagram,408.13,23-01-2023
ORD200959,"Saturday, April 13, 2024",C73996,Tablet,2,143.82,856 Main St,Credit Card,Returned,TRK74579570,6,SAVE10,Instagram,287.64,13-04-2024
ORD200970,"Saturday, September 7, 2024",C72664,Desk,1,627.15,241 Main St,Cash,Delivered,TRK86694331,5,SAVE10,Instagram,627.15,07-09-2024
ORD200980,"Saturday, October 14, 2023",C84320,Chair,3,69.65,107 Main St,Cash,Delivered,TRK81093218,7,WINTER15,Instagram,208.95,14-10-2023
ORD200988,"Tuesday, February 4, 2025",C90318,Desk,2,629.56,818 Main St,Gift Card,Cancelled,TRK52765043,5,WINTER15,Instagram,1259.12,04-02-2025
ORD200993,"Saturday, April 6, 2024",C61384,Monitor,3,267.45,576 Main St,Gift Card,Delivered,TRK33323210,5,WINTER15,Instagram,802.35,06-04-2024
ORD201008,"Friday, January 13, 2023",C62557,Monitor,3,410.88,257 Main St,Cash,Delivered,TRK12742366,8,FREESHIP,Instagram,1232.64,13-01-2023
ORD201015,"Friday, January 26, 2024",C97454,Printer,2,349.4,892 Main St,Online,Shipped,TRK73249329,2,SAVE10,Instagram,698.8,26-01-2024
ORD201018,"Saturday, July 8, 2023",C77499,Laptop,3,182.48,209 Main St,Cash,Delivered,TRK20703086,3,NoCoupon,Instagram,547.44,08-07-2023
ORD201020,"Monday, April 22, 2024",C50211,Tablet,2,26.5,312 Main St,Online,Delivered,TRK47787981,3,SAVE10,Instagram,53,22-04-2024
ORD201025,"Saturday, May 17, 2025",C28406,Chair,1,23.53,174 Main St,Gift Card,Delivered,TRK98841457,2,FREESHIP,Instagram,23.53,17-05-2025
ORD201028,"Friday, February 17, 2023",C60042,Desk,4,440.31,610 Main St,Cash,Cancelled,TRK84651559,6,NoCoupon,Instagram,1761.24,17-02-2023
ORD201039,"Saturday, June 28, 2025",C49137,Desk,2,299.23,177 Main St,Credit Card,Cancelled,TRK79362428,2,WINTER15,Instagram,598.46,28-06-2025
ORD201043,"Saturday, January 11, 2025",C43965,Tablet,2,179.96,675 Main St,Gift Card,Shipped,TRK94346739,5,NoCoupon,Instagram,359.92,11-01-2025
ORD201046,"Monday, October 7, 2024",C85421,Tablet,3,547.15,466 Main St,Online,Shipped,TRK16524006,4,WINTER15,Instagram,1641.45,07-10-2024
ORD201049,"Thursday, July 18, 2024",C60575,Desk,5,391.86,587 Main St,Credit Card,Shipped,TRK44468232,6,NoCoupon,Instagram,1959.3,18-07-2024
ORD201050,"Sunday, August 20, 2023",C70659,Laptop,5,69.7,722 Main St,Online,Returned,TRK49663597,9,NoCoupon,Instagram,348.5,20-08-2023
ORD201054,"Wednesday, November 29, 2023",C42949,Printer,1,660.66,447 Main St,Debit Card,Delivered,TRK46415143,3,WINTER15,Instagram,660.66,29-11-2023
ORD201058,"Friday, September 8, 2023",C32943,Desk,2,412.14,127 Main St,Credit Card,Returned,TRK26949106,2,FREESHIP,Instagram,824.28,08-09-2023
ORD201059,"Sunday, September 22, 2024",C73629,Desk,1,265.64,601 Main St,Credit Card,Returned,TRK11492924,3,WINTER15,Instagram,265.64,22-09-2024
ORD201066,"Wednesday, December 20, 2023",C10791,Desk,1,355.09,674 Main St,Debit Card,Cancelled,TRK20321248,5,SAVE10,Instagram,355.09,20-12-2023
ORD201067,"Tuesday, June 6, 2023",C78959,Phone,2,316.2,384 Main St,Online,Returned,TRK37426359,2,NoCoupon,Instagram,632.4,06-06-2023
ORD201075,"Saturday, August 31, 2024",C40949,Monitor,2,552.63,609 Main St,Debit Card,Delivered,TRK43066749,7,WINTER15,Instagram,1105.26,31-08-2024
ORD201085,"Sunday, May 21, 2023",C28049,Printer,2,646.69,404 Main St,Debit Card,Shipped,TRK91426444,7,WINTER15,Instagram,1293.38,21-05-2023
ORD201087,"Sunday, March 23, 2025",C84134,Laptop,4,693.07,530 Main St,Online,Shipped,TRK48659380,8,SAVE10,Instagram,2772.28,23-03-2025
ORD201088,"Thursday, November 30, 2023",C49831,Desk,3,491.43,213 Main St,Gift Card,Shipped,TRK21232601,6,WINTER15,Instagram,1474.29,30-11-2023
ORD201089,"Saturday, March 15, 2025",C13324,Tablet,2,599.74,440 Main St,Gift Card,Shipped,TRK66967997,2,NoCoupon,Instagram,1199.48,15-03-2025
ORD201090,"Saturday, February 25, 2023",C61225,Monitor,2,650.25,996 Main St,Gift Card,Returned,TRK37022954,6,NoCoupon,Instagram,1300.5,25-02-2023
ORD201093,"Friday, June 9, 2023",C86773,Phone,4,197.36,557 Main St,Gift Card,Returned,TRK22612240,9,FREESHIP,Instagram,789.44,09-06-2023
ORD201094,"Wednesday, June 28, 2023",C66093,Printer,4,648.91,615 Main St,Credit Card,Shipped,TRK54950785,6,SAVE10,Instagram,2595.64,28-06-2023
ORD201100,"Thursday, August 17, 2023",C15146,Laptop,5,38.11,428 Main St,Debit Card,Cancelled,TRK79790530,6,WINTER15,Instagram,190.55,17-08-2023
ORD201104,"Thursday, July 25, 2024",C17075,Tablet,4,314.76,850 Main St,Online,Shipped,TRK63547510,8,NoCoupon,Instagram,1259.04,25-07-2024
ORD201108,"Monday, March 20, 2023",C35136,Laptop,1,634.94,462 Main St,Online,Cancelled,TRK49753703,5,WINTER15,Instagram,634.94,20-03-2023
ORD201109,"Monday, April 8, 2024",C62277,Printer,4,77.47,474 Main St,Gift Card,Returned,TRK32026174,7,SAVE10,Instagram,309.88,08-04-2024
ORD201111,"Saturday, May 6, 2023",C24047,Monitor,4,234.45,362 Main St,Online,Cancelled,TRK91338580,9,FREESHIP,Instagram,937.8,06-05-2023
ORD201112,"Friday, October 13, 2023",C76929,Desk,1,356.81,563 Main St,Online,Delivered,TRK80694400,1,WINTER15,Instagram,356.81,13-10-2023
ORD201121,"Sunday, May 28, 2023",C98354,Phone,3,50.34,393 Main St,Gift Card,Returned,TRK43070888,3,FREESHIP,Instagram,151.02,28-05-2023
ORD201124,"Tuesday, May 9, 2023",C33744,Chair,4,576.87,888 Main St,Gift Card,Returned,TRK40245983,5,NoCoupon,Instagram,2307.48,09-05-2023
ORD201130,"Sunday, February 16, 2025",C24347,Laptop,2,323.45,533 Main St,Credit Card,Returned,TRK27233265,5,FREESHIP,Instagram,646.9,16-02-2025
ORD201153,"Monday, December 16, 2024",C98317,Monitor,4,696.71,276 Main St,Debit Card,Shipped,TRK37172138,4,NoCoupon,Instagram,2786.84,16-12-2024
ORD201159,"Friday, February 23, 2024",C66112,Desk,4,466.7,874 Main St,Debit Card,Returned,TRK60955607,8,NoCoupon,Instagram,1866.8,23-02-2024
ORD201163,"Tuesday, June 11, 2024",C30643,Laptop,3,306.29,966 Main St,Credit Card,Returned,TRK19477485,7,WINTER15,Instagram,918.87,11-06-2024
ORD201169,"Monday, December 23, 2024",C15849,Chair,1,525.43,643 Main St,Cash,Cancelled,TRK26794546,2,SAVE10,Instagram,525.43,23-12-2024
ORD201179,"Sunday, January 8, 2023",C84630,Laptop,5,518.55,907 Main St,Credit Card,Cancelled,TRK48054997,6,WINTER15,Instagram,2592.75,08-01-2023
ORD201190,"Sunday, June 8, 2025",C46886,Desk,3,616.39,754 Main St,Credit Card,Shipped,TRK82791646,6,FREESHIP,Instagram,1849.17,08-06-2025
ORD201197,"Thursday, July 13, 2023",C79674,Tablet,2,436.84,275 Main St,Online,Delivered,TRK88039356,2,FREESHIP,Instagram,873.68,13-07-2023
ORD201198,"Thursday, August 22, 2024",C64753,Chair,4,262.52,509 Main St,Debit Card,Cancelled,TRK71683331,4,WINTER15,Instagram,1050.08,22-08-2024
ORD200002,"Tuesday, February 27, 2024",C81728,Tablet,5,550.68,512 Main St,Credit Card,Cancelled,TRK42903982,8,FREESHIP,Email,2753.4,27-02-2024
ORD200004,"Thursday, May 8, 2025",C81840,Printer,4,626.01,668 Main St,Online,Delivered,TRK29241424,8,SAVE10,Email,2504.04,08-05-2025
ORD200008,"Wednesday, April 2, 2025",C26817,Phone,2,134.28,904 Main St,Gift Card,Cancelled,TRK61042692,2,NoCoupon,Email,268.56,02-04-2025
ORD200011,"Saturday, February 17, 2024",C93861,Monitor,3,49.14,831 Main St,Online,Returned,TRK48234646,7,SAVE10,Email,147.42,17-02-2024
ORD200016,"Tuesday, January 24, 2023",C28976,Printer,2,533.81,914 Main St,Credit Card,Pending,TRK13194259,3,FREESHIP,Email,1067.62,24-01-2023
ORD200025,"Wednesday, July 24, 2024",C42577,Monitor,1,399.98,709 Main St,Debit Card,Delivered,TRK69423327,3,WINTER15,Email,399.98,24-07-2024
ORD200028,"Tuesday, November 21, 2023",C59823,Phone,4,160.07,568 Main St,Online,Pending,TRK65895539,5,NoCoupon,Email,640.28,21-11-2023
ORD200032,"Monday, May 1, 2023",C12388,Tablet,5,536.72,830 Main St,Cash,Delivered,TRK99261395,10,NoCoupon,Email,2683.6,01-05-2023
ORD200047,"Wednesday, July 19, 2023",C38134,Desk,2,209.94,323 Main St,Credit Card,Returned,TRK42450754,3,FREESHIP,Email,419.88,19-07-2023
ORD200049,"Saturday, October 7, 2023",C11985,Printer,1,30.44,633 Main St,Credit Card,Shipped,TRK53272402,1,SAVE10,Email,30.44,07-10-2023
ORD200054,"Thursday, March 27, 2025",C48120,Chair,1,280.25,623 Main St,Online,Pending,TRK11014449,5,WINTER15,Email,280.25,27-03-2025
ORD200062,"Tuesday, August 22, 2023",C36497,Desk,2,43.15,691 Main St,Debit Card,Pending,TRK12102911,3,WINTER15,Email,86.3,22-08-2023
ORD200068,"Monday, December 11, 2023",C41598,Chair,3,490.92,709 Main St,Credit Card,Pending,TRK81665940,5,FREESHIP,Email,1472.76,11-12-2023
ORD200075,"Tuesday, September 26, 2023",C80651,Tablet,3,398.17,917 Main St,Debit Card,Delivered,TRK14846720,5,SAVE10,Email,1194.51,26-09-2023
ORD200076,"Sunday, March 31, 2024",C58638,Laptop,4,382.88,239 Main St,Cash,Cancelled,TRK38224871,6,WINTER15,Email,1531.52,31-03-2024
ORD200081,"Thursday, June 8, 2023",C29314,Monitor,2,394.3,496 Main St,Cash,Shipped,TRK59876213,6,FREESHIP,Email,788.6,08-06-2023
ORD200085,"Monday, September 9, 2024",C14553,Tablet,3,146.73,768 Main St,Cash,Delivered,TRK93538334,8,FREESHIP,Email,440.19,09-09-2024
ORD200090,"Monday, September 18, 2023",C36540,Chair,4,182.08,611 Main St,Gift Card,Delivered,TRK35828122,4,SAVE10,Email,728.32,18-09-2023
ORD200097,"Tuesday, January 21, 2025",C15624,Tablet,5,619.52,922 Main St,Debit Card,Pending,TRK40621141,9,NoCoupon,Email,3097.6,21-01-2025
ORD200098,"Saturday, January 14, 2023",C70921,Printer,2,228.54,533 Main St,Debit Card,Pending,TRK54983109,3,NoCoupon,Email,457.08,14-01-2023
ORD200099,"Saturday, April 12, 2025",C30477,Printer,1,201.58,717 Main St,Debit Card,Cancelled,TRK51829648,2,WINTER15,Email,201.58,12-04-2025
ORD200102,"Wednesday, March 8, 2023",C18037,Laptop,2,70.34,944 Main St,Gift Card,Cancelled,TRK47362236,3,FREESHIP,Email,140.68,08-03-2023
ORD200103,"Saturday, January 25, 2025",C62656,Phone,4,218.43,514 Main St,Credit Card,Cancelled,TRK86296459,9,SAVE10,Email,873.72,25-01-2025
ORD200104,"Tuesday, July 30, 2024",C65744,Phone,1,582.04,647 Main St,Gift Card,Delivered,TRK39906058,1,FREESHIP,Email,582.04,30-07-2024
ORD200106,"Friday, September 8, 2023",C73514,Desk,3,465.05,126 Main St,Credit Card,Cancelled,TRK96777924,3,SAVE10,Email,1395.15,08-09-2023
ORD200108,"Saturday, December 28, 2024",C33099,Laptop,5,48.38,522 Main St,Gift Card,Delivered,TRK28522330,9,WINTER15,Email,241.9,28-12-2024
ORD200125,"Wednesday, November 6, 2024",C91099,Phone,2,512.65,758 Main St,Credit Card,Shipped,TRK81846174,5,SAVE10,Email,1025.3,06-11-2024
ORD200132,"Tuesday, March 28, 2023",C96257,Tablet,4,450.75,583 Main St,Credit Card,Shipped,TRK13137948,6,WINTER15,Email,1803,28-03-2023
ORD200134,"Monday, June 23, 2025",C16253,Laptop,2,199.7,583 Main St,Cash,Pending,TRK17354894,4,NoCoupon,Email,399.4,23-06-2025
ORD200139,"Monday, April 10, 2023",C61440,Phone,1,583.9,714 Main St,Cash,Returned,TRK33114521,1,NoCoupon,Email,583.9,10-04-2023
ORD200140,"Saturday, May 31, 2025",C33110,Chair,3,528.14,388 Main St,Online,Delivered,TRK38624225,3,FREESHIP,Email,1584.42,31-05-2025
ORD200142,"Wednesday, September 6, 2023",C86374,Desk,5,272.77,573 Main St,Cash,Pending,TRK79451491,7,WINTER15,Email,1363.85,06-09-2023
ORD200151,"Friday, December 1, 2023",C32960,Printer,5,444.76,947 Main St,Debit Card,Returned,TRK91226500,7,NoCoupon,Email,2223.8,01-12-2023
ORD200156,"Friday, November 8, 2024",C58808,Chair,2,269.83,651 Main St,Online,Delivered,TRK24451893,4,SAVE10,Email,539.66,08-11-2024
ORD200159,"Tuesday, October 31, 2023",C48965,Printer,1,299.35,819 Main St,Credit Card,Cancelled,TRK50921780,5,WINTER15,Email,299.35,31-10-2023
ORD200167,"Saturday, May 27, 2023",C88304,Chair,2,384.14,219 Main St,Online,Returned,TRK44268941,2,WINTER15,Email,768.28,27-05-2023
ORD200169,"Sunday, April 7, 2024",C35785,Printer,1,427.82,732 Main St,Online,Delivered,TRK78923089,2,WINTER15,Email,427.82,07-04-2024
ORD200172,"Sunday, April 6, 2025",C34134,Printer,1,254.12,365 Main St,Online,Delivered,TRK43074303,1,WINTER15,Email,254.12,06-04-2025
ORD200174,"Tuesday, April 16, 2024",C51145,Printer,4,600.81,790 Main St,Debit Card,Delivered,TRK59154274,9,SAVE10,Email,2403.24,16-04-2024
ORD200179,"Sunday, November 24, 2024",C27401,Laptop,3,539.91,500 Main St,Credit Card,Delivered,TRK14332053,8,NoCoupon,Email,1619.73,24-11-2024
ORD200183,"Thursday, April 18, 2024",C39246,Monitor,5,186.28,258 Main St,Debit Card,Delivered,TRK16658182,8,SAVE10,Email,931.4,18-04-2024
ORD200189,"Wednesday, July 5, 2023",C48939,Printer,5,429.45,597 Main St,Gift Card,Cancelled,TRK62786764,5,WINTER15,Email,2147.25,05-07-2023
ORD200190,"Saturday, August 31, 2024",C35483,Printer,3,223.7,725 Main St,Cash,Returned,TRK79638203,3,SAVE10,Email,671.1,31-08-2024
ORD200195,"Monday, April 22, 2024",C63619,Chair,3,619.21,801 Main St,Debit Card,Cancelled,TRK65385674,6,NoCoupon,Email,1857.63,22-04-2024
ORD200196,"Friday, January 24, 2025",C40882,Desk,4,217.13,719 Main St,Cash,Delivered,TRK64165503,8,WINTER15,Email,868.52,24-01-2025
ORD200202,"Thursday, February 6, 2025",C36938,Monitor,3,253.98,636 Main St,Credit Card,Cancelled,TRK52522904,3,FREESHIP,Email,761.94,06-02-2025
ORD200205,"Saturday, March 4, 2023",C19266,Desk,3,147.39,609 Main St,Debit Card,Returned,TRK58357269,3,NoCoupon,Email,442.17,04-03-2023
ORD200206,"Tuesday, April 16, 2024",C31072,Laptop,4,229.1,729 Main St,Gift Card,Returned,TRK77172975,8,WINTER15,Email,916.4,16-04-2024
ORD200211,"Friday, January 3, 2025",C54390,Printer,3,193.58,185 Main St,Gift Card,Pending,TRK83853742,7,FREESHIP,Email,580.74,03-01-2025
ORD200212,"Tuesday, June 20, 2023",C53215,Monitor,1,265.38,367 Main St,Credit Card,Cancelled,TRK34751835,6,WINTER15,Email,265.38,20-06-2023
ORD200213,"Thursday, April 20, 2023",C71122,Laptop,1,634.4,317 Main St,Cash,Cancelled,TRK54757882,6,SAVE10,Email,634.4,20-04-2023
ORD200219,"Friday, May 2, 2025",C48946,Laptop,5,61.97,457 Main St,Cash,Delivered,TRK99387220,6,SAVE10,Email,309.85,02-05-2025
ORD200230,"Saturday, December 16, 2023",C94595,Desk,4,61.91,948 Main St,Gift Card,Delivered,TRK24497305,6,WINTER15,Email,247.64,16-12-2023
ORD200236,"Sunday, January 1, 2023",C14847,Monitor,1,318.81,562 Main St,Debit Card,Pending,TRK39663243,3,WINTER15,Email,318.81,01-01-2023
ORD200239,"Wednesday, December 11, 2024",C20256,Tablet,3,538.74,456 Main St,Online,Shipped,TRK71127943,6,FREESHIP,Email,1616.22,11-12-2024
ORD200241,"Tuesday, May 16, 2023",C20817,Chair,5,615.67,407 Main St,Online,Pending,TRK44164590,6,SAVE10,Email,3078.35,16-05-2023
ORD200247,"Thursday, July 20, 2023",C14600,Printer,2,220.9,785 Main St,Gift Card,Shipped,TRK84984764,4,NoCoupon,Email,441.8,20-07-2023
ORD200250,"Wednesday, April 5, 2023",C93379,Desk,3,42.95,318 Main St,Gift Card,Returned,TRK67954150,8,SAVE10,Email,128.85,05-04-2023
ORD200251,"Thursday, May 15, 2025",C93175,Monitor,4,14.69,814 Main St,Cash,Cancelled,TRK32995144,9,NoCoupon,Email,58.76,15-05-2025
ORD200261,"Wednesday, May 28, 2025",C68976,Phone,5,173.65,460 Main St,Gift Card,Delivered,TRK25491356,9,SAVE10,Email,868.25,28-05-2025
ORD200273,"Sunday, October 27, 2024",C11849,Tablet,2,238.25,974 Main St,Online,Cancelled,TRK91195261,7,FREESHIP,Email,476.5,27-10-2024
ORD200279,"Friday, October 20, 2023",C69167,Chair,3,55.01,263 Main St,Online,Pending,TRK12425655,7,WINTER15,Email,165.03,20-10-2023
ORD200295,"Wednesday, January 25, 2023",C49009,Printer,5,107.48,278 Main St,Debit Card,Cancelled,TRK46285799,9,FREESHIP,Email,537.4,25-01-2023
ORD200298,"Tuesday, December 19, 2023",C19402,Printer,4,301.17,267 Main St,Online,Cancelled,TRK97825212,6,NoCoupon,Email,1204.68,19-12-2023
ORD200301,"Thursday, May 11, 2023",C31105,Chair,1,583.99,726 Main St,Cash,Cancelled,TRK40149095,2,SAVE10,Email,583.99,11-05-2023
ORD200307,"Saturday, July 1, 2023",C92407,Laptop,3,557.41,135 Main St,Online,Delivered,TRK11755610,4,NoCoupon,Email,1672.23,01-07-2023
ORD200315,"Monday, May 12, 2025",C59139,Tablet,5,91.67,301 Main St,Online,Cancelled,TRK45507090,9,FREESHIP,Email,458.35,12-05-2025
ORD200327,"Tuesday, July 25, 2023",C17302,Phone,1,359.99,385 Main St,Gift Card,Cancelled,TRK43940016,5,SAVE10,Email,359.99,25-07-2023
ORD200335,"Monday, March 3, 2025",C58721,Tablet,3,205.86,978 Main St,Gift Card,Shipped,TRK34801199,4,NoCoupon,Email,617.58,03-03-2025
ORD200337,"Monday, May 29, 2023",C77763,Tablet,3,502.77,599 Main St,Debit Card,Returned,TRK66980447,8,WINTER15,Email,1508.31,29-05-2023
ORD200340,"Sunday, April 23, 2023",C76207,Laptop,5,521.25,826 Main St,Cash,Cancelled,TRK25569378,8,NoCoupon,Email,2606.25,23-04-2023
ORD200341,"Monday, September 23, 2024",C94671,Tablet,1,167.15,293 Main St,Gift Card,Shipped,TRK61357272,5,WINTER15,Email,167.15,23-09-2024
ORD200348,"Wednesday, March 13, 2024",C24369,Laptop,3,359.73,885 Main St,Debit Card,Returned,TRK72633998,7,FREESHIP,Email,1079.19,13-03-2024
ORD200363,"Friday, May 24, 2024",C31668,Laptop,5,113.87,871 Main St,Credit Card,Pending,TRK42584392,6,SAVE10,Email,569.35,24-05-2024
ORD200369,"Sunday, December 22, 2024",C43545,Monitor,5,375.25,216 Main St,Gift Card,Pending,TRK73937402,9,SAVE10,Email,1876.25,22-12-2024
ORD200383,"Friday, January 20, 2023",C18944,Chair,4,393.8,837 Main St,Credit Card,Pending,TRK45275439,7,SAVE10,Email,1575.2,20-01-2023
ORD200386,"Friday, April 28, 2023",C12421,Tablet,1,93.02,373 Main St,Online,Returned,TRK32588504,4,NoCoupon,Email,93.02,28-04-2023
ORD200392,"Wednesday, February 28, 2024",C95100,Phone,1,627.2,197 Main St,Online,Delivered,TRK47366265,1,WINTER15,Email,627.2,28-02-2024
ORD200396,"Friday, December 1, 2023",C99217,Tablet,5,287.13,778 Main St,Online,Shipped,TRK82004594,10,SAVE10,Email,1435.65,01-12-2023
ORD200405,"Sunday, January 26, 2025",C97774,Monitor,4,451.97,603 Main St,Online,Cancelled,TRK64664424,7,WINTER15,Email,1807.88,26-01-2025
ORD200410,"Thursday, January 18, 2024",C37375,Tablet,2,518.23,184 Main St,Debit Card,Shipped,TRK52470162,5,NoCoupon,Email,1036.46,18-01-2024
ORD200413,"Sunday, October 8, 2023",C13923,Tablet,1,118.8,123 Main St,Online,Delivered,TRK87598790,6,SAVE10,Email,118.8,08-10-2023
